PedidoID,distancia_km,Caducidad,TiempoFabricacionMedio,Urgencia_1_Caducidad,Urgencia_2_Distancia,Urgencia_3_Combinada_60_40,Urgencia_4_Combinada_40_60,Urgencia_5_Tres_Factores,Urgencia_6_Logaritmica
1,455.56,3,1,0.3333333333333333,0.512521656953851,0.40500866278154035,0.4408463275056439,0.340423163752822,0.3255109195565034
1,455.56,12,4,0.08333333333333333,0.512521656953851,0.2550086627815404,0.3408463275056439,0.27542316375282194,0.18016336421173226
1,455.56,30,10,0.03333333333333333,0.512521656953851,0.2250086627815404,0.3208463275056439,0.37042316375282197,0.1470863448163505
1,455.56,21,7,0.047619047619047616,0.512521656953851,0.23358009135296898,0.32656061321992963,0.3175660208956791,0.15669747978468185
1,455.56,9,3,0.1111111111111111,0.512521656953851,0.27167532944820705,0.35195743861675505,0.2693120526417109,0.19788582980073527
1,455.56,18,6,0.05555555555555555,0.512521656953851,0.23834199611487372,0.3297352163945328,0.3015342748639331,0.16198052372944988
1,455.56,15,5,0.06666666666666667,0.512521656953851,0.2450086627815404,0.33417966083897727,0.28708983041948866,0.16931043363655662
1,455.56,24,8,0.041666666666666664,0.512521656953851,0.2300086627815404,0.32417966083897726,0.33458983041948864,0.15270886500443545
2,830.4,24,8,0.041666666666666664,0.9342303624867808,0.3986921449947124,0.5772048841587352,0.46110244207936757,0.22648824672672696
2,830.4,18,6,0.05555555555555555,0.9342303624867808,0.4070254783280457,0.5827604397142907,0.428046886523812,0.23575990545174136
2,830.4,3,1,0.3333333333333333,0.9342303624867808,0.5736921449947123,0.6938715508254018,0.4669357754127009,0.3992903012787949
2,830.4,21,7,0.047619047619047616,0.9342303624867808,0.40226357356614095,0.5795858365396875,0.444078632555558,0.23047686150697336
2,830.4,9,3,0.1111111111111111,0.9342303624867808,0.440358811661379,0.6049826619365128,0.39582466430158975,0.27166521152302675
2,830.4,30,10,0.03333333333333333,0.9342303624867808,0.3936921449947124,0.5738715508254018,0.4969357754127009,0.220865726538642
2,830.4,12,4,0.08333333333333333,0.9342303624867808,0.42369214499471236,0.5938715508254018,0.4019357754127009,0.2539427459340238
2,830.4,6,2,0.16666666666666666,0.9342303624867808,0.47369214499471235,0.6272048841587351,0.4036024420793676,0.30581832644162915
4,242.85,6,2,0.16666666666666666,0.27321512949170845,0.20928605179668336,0.23059574436169172,0.20529787218084586,0.18036906569886085
4,242.85,21,7,0.047619047619047616,0.27321512949170845,0.13785748036811196,0.1829766967426441,0.24577406265703633,0.10502760076420506
4,242.85,9,3,0.1111111111111111,0.27321512949170845,0.17595271846335003,0.20837352213946952,0.19752009440306809,0.14621595078025845
4,242.85,30,10,0.03333333333333333,0.27321512949170845,0.12928605179668337,0.1772624110283584,0.2986312055141792,0.09541646579587369
4,242.85,27,9,0.037037037037037035,0.27321512949170845,0.1315082740189056,0.17874389250983988,0.2804830573660311,0.09792094073939236
4,242.85,18,6,0.05555555555555555,0.27321512949170845,0.1426193851300167,0.1861512999172473,0.22974231662529032,0.11031064470897306
4,242.85,12,4,0.08333333333333333,0.27321512949170845,0.15928605179668337,0.1972624110283584,0.2036312055141792,0.12849348519125547
4,242.85,3,1,0.3333333333333333,0.27321512949170845,0.30928605179668334,0.2972624110283584,0.2686312055141792,0.2738410405360266
5,825.56,15,5,0.06666666666666667,0.9287851855185293,0.4115140742074117,0.5839377779777841,0.41196888898889206,0.2422440749510933
5,825.56,12,4,0.08333333333333333,0.9287851855185293,0.4215140742074117,0.5906044446444508,0.40030222232222545,0.2530970055262689
